ticker,date,pd_gbm,pd_jump_rolling,pd_regime_jump,label
AMC,2024-06-28 04:00:00,0.4947991274789974,0.62739,0.61924,0.0
AMC,2024-07-30 04:00:00,0.4748761405146953,0.6163,0.59855,0.0
AMC,2024-08-30 04:00:00,0.3473116641614733,0.58194,0.56332,0.0
AMC,2024-09-27 04:00:00,0.2770028987290305,0.56803,0.55057,0.0
AMC,2024-10-30 04:00:00,0.2578121627106654,0.56067,0.53975,0.0
AMC,2024-11-29 05:00:00,0.2393434220354302,0.54521,0.52695,0.0
AMC,2024-12-30 05:00:00,0.2478859891463289,0.57296,0.55349,1.0
AMC,2025-01-30 05:00:00,0.2309581628764366,0.53395,0.53128,0.0
AMC,2025-02-27 05:00:00,0.2214574687398999,0.52821,0.48701,1.0
AMC,2025-03-28 04:00:00,0.2190637918879297,0.54136,0.56205,1.0
AMC,2025-04-29 04:00:00,0.1955832990719523,0.5433,0.52014,1.0
AMC,2025-05-30 04:00:00,0.0366932067519281,0.44379,0.40986,1.0
AMC,2025-06-27 04:00:00,0.0195271222538591,0.4559,0.40764,1.0
SBH,2022-10-28 04:00:00,0.0029310849462533,0.00151,0.00157,0.0
SBH,2022-11-29 05:00:00,0.0027927525003378,0.00139,0.00142,0.0
SBH,2022-12-30 05:00:00,0.0023368684988668,0.00115,0.00118,0.0
SBH,2023-01-30 05:00:00,0.0013962611836574,0.00078,0.00075,0.0
SBH,2023-02-27 05:00:00,0.0014145581469567,0.00105,0.00089,0.0
SBH,2023-03-30 04:00:00,0.0012651193507923,0.00151,0.00156,0.0
SBH,2023-04-28 04:00:00,0.0015313340372682,0.00175,0.0019,0.0
SBH,2023-05-30 04:00:00,0.0022164436737019,0.00551,0.00588,0.0
SBH,2023-06-29 04:00:00,0.001267006831431,0.00375,0.00336,0.0
SBH,2023-07-28 04:00:00,0.0008842468822221,0.00332,0.00369,0.0
SBH,2023-08-30 04:00:00,0.001418319596241,0.00661,0.00661,0.0
SBH,2023-09-29 04:00:00,0.0022265563281399,0.011,0.00917,0.0
SBH,2023-10-30 04:00:00,0.0022102934581828,0.00933,0.00933,0.0
SBH,2023-11-29 05:00:00,0.0019951735820883,0.00721,0.00598,0.0
SBH,2023-12-29 05:00:00,0.0011964774611659,0.00365,0.0028,0.0
SBH,2024-01-30 05:00:00,0.0013329666068324,0.00418,0.00341,0.0
SBH,2024-02-28 05:00:00,0.0012849521671618,0.00411,0.00423,0.0
SBH,2024-03-28 04:00:00,0.0017204659889184,0.00192,0.00386,0.0
SBH,2024-04-29 04:00:00,0.002630232494117,0.00282,0.00567,0.0
SBH,2024-05-30 04:00:00,0.0017659399133995,0.00197,0.00457,0.0
SBH,2024-06-28 04:00:00,0.0021073353666172,0.00231,0.00482,0.0
SBH,2024-07-30 04:00:00,0.0031188931014025,0.00458,0.00459,0.0
SBH,2024-08-30 04:00:00,0.0032498661227075,0.0041,0.00403,0.0
SBH,2024-09-27 04:00:00,0.0029183601543916,0.00363,0.00423,0.0
SBH,2024-10-30 04:00:00,0.0024187109353369,0.00322,0.00325,0.0
SBH,2024-11-29 05:00:00,0.0019615524616491,0.00227,0.00234,0.0
SBH,2024-12-30 05:00:00,0.0034073511027323,0.00423,0.00425,0.0
SBH,2025-01-30 05:00:00,0.0023078275527704,0.00288,0.00262,0.0
SBH,2025-02-27 05:00:00,0.003575402432966,0.00214,0.00206,0.0
SBH,2025-03-28 04:00:00,0.0031019051621936,0.00178,0.00197,0.0
SBH,2025-04-29 04:00:00,0.0040940617078511,0.0023,0.00224,0.0
SBH,2025-05-30 04:00:00,0.0069492149590178,0.00186,0.00181,0.0
SBH,2025-06-27 04:00:00,0.0064497708701311,0.00184,0.00176,0.0
